quotation,speaker,cantica,canto
O perpetüi fiori de l'etterna letizia che pur uno parer mi fate tutti vostri odori solvetemi spirando il gran digiuno che lungamente m'ha tenuto in fame non trovandoli in terra cibo alcuno Ben so io che se 'n cielo altro reame la divina giustizia fa suo specchio che 'l vostro non l'apprende con velame Sapete come attento io m'apparecchio ad ascoltar sapete qual è quello dubbio che m'è digiun cotanto vecchio,blank,Paradiso,19
Colui che volse il sesto a lo stremo del mondo e dentro ad esso distinse tanto occulto e manifesto non poté suo valor sì fare impresso in tutto l'universo che 'l suo verbo non rimanesse in infinito eccesso E ciò fa certo che 'l primo superbo che fu la somma d'ogne creatura per non aspettar lume cadde acerbo e quinci appar ch'ogne minor natura è corto recettacolo a quel bene che non ha fine e sé con sé misura Dunque vostra veduta che convene essere alcun de' raggi de la mente di che tutte le cose son ripiene non pò da sua natura esser possente tanto che suo principio non discerna molto di là da quel che l'è parvente Però ne la giustizia sempiterna la vista che riceve il vostro mondo com' occhio per lo mare entro s'interna che ben che da la proda veggia il fondo in pelago nol vede e nondimeno èli ma cela lui l'esser profondo Lume non è se non vien dal sereno che non si turba mai anzi è tenèbra od ombra de la carne o suo veleno Assai t'è mo aperta la latebra che t'ascondeva la giustizia viva di che facei question cotanto crebra ché tu dicevi 'Un uom nasce a la riva de l'Indo e quivi non è chi ragioni di Cristo né chi legga né chi scriva e tutti suoi voleri e atti buoni sono quanto ragione umana vede sanza peccato in vita o in sermoni Muore non battezzato e sanza fede ov' è questa giustizia che 'l condanna ov' è la colpa sua se ei non crede' Or tu chi se' che vuo' sedere a scranna per giudicar di lungi mille miglia con la veduta corta d'una spanna Certo a colui che meco s'assottiglia se la Scrittura sovra voi non fosse da dubitar sarebbe a maraviglia Oh terreni animali oh menti grosse La prima volontà ch'è da sé buona da sé ch'è sommo ben mai non si mosse Cotanto è giusto quanto a lei consuona nullo creato bene a sé la tira ma essa radïando lui cagiona,blank,Paradiso,19
Quali son le mie note a te che non le 'ntendi tal è il giudicio etterno a voi mortali,blank,Paradiso,19
A questo regno non salì mai chi non credette 'n Cristo né pria né poi ch'el si chiavasse al legno Ma vedi molti gridan 'Cristo Cristo' che saranno in giudicio assai men prope a lui che tal che non conosce Cristo e tai Cristian dannerà l'Etïòpe quando si partiranno i due collegi l'uno in etterno ricco e l'altro inòpe Che poran dir li Perse a' vostri regi come vedranno quel volume aperto nel qual si scrivon tutti suoi dispregi Lì si vedrà tra l'opere d'Alberto quella che tosto moverà la penna per che 'l regno di Praga fia diserto Lì si vedrà il duol che sovra Senna induce falseggiando la moneta quel che morrà di colpo di cotenna Lì si vedrà la superbia ch'asseta che fa lo Scotto e l'Inghilese folle sì che non può soffrir dentro a sua meta Vedrassi la lussuria e 'l viver molle di quel di Spagna e di quel di Boemme che mai valor non conobbe né volle Vedrassi al Ciotto di Ierusalemme segnata con un i la sua bontate quando 'l contrario segnerà un emme Vedrassi l'avarizia e la viltate di quei che guarda l'isola del foco ove Anchise finì la lunga etate e a dare ad intender quanto è poco la sua scrittura fian lettere mozze che noteranno molto in parvo loco E parranno a ciascun l'opere sozze del barba e del fratel che tanto egregia nazione e due corone han fatte bozze E quel di Portogallo e di Norvegia lì si conosceranno e quel di Rascia che male ha visto il conio di Vinegia O beata Ungheria se non si lascia più malmenare e beata Navarra se s'armasse del monte che la fascia E creder de' ciascun che già per arra di questo Niccosïa e Famagosta per la lor bestia si lamenti e garra che dal fianco de l'altre non si scosta,blank,Paradiso,19
La parte in me che vede e pate il sole ne l'aguglie mortali,blank,Paradiso,20
or fisamente riguardar si vole perché d'i fuochi ond' io figura fommi quelli onde l'occhio in testa mi scintilla e' di tutti lor gradi son li sommi Colui che luce in mezzo per pupilla fu il cantor de lo Spirito Santo che l'arca traslatò di villa in villa ora conosce il merto del suo canto in quanto effetto fu del suo consiglio per lo remunerar ch'è altrettanto Dei cinque che mi fan cerchio per ciglio colui che più al becco mi s'accosta la vedovella consolò del figlio ora conosce quanto caro costa non seguir Cristo per l'esperïenza di questa dolce vita e de l'opposta E quel che segue in la circunferenza di che ragiono per l'arco superno morte indugiò per vera penitenza ora conosce che 'l giudicio etterno non si trasmuta quando degno preco fa crastino là giù de l'odïerno L'altro che segue con le leggi e meco sotto buona intenzion che fé mal frutto per cedere al pastor si fece greco ora conosce come il mal dedutto dal suo bene operar non li è nocivo avvegna che sia 'l mondo indi distrutto E quel che vedi ne l'arco declivo Guiglielmo fu cui quella terra plora che piagne Carlo e Federigo vivo ora conosce come s'innamora lo ciel del giusto rege e al sembiante del suo fulgore il fa vedere ancora Chi crederebbe giù nel mondo errante che Rifëo Troiano in questo tondo fosse la quinta de le luci sante Ora conosce assai di quel che 'l mondo veder non può de la divina grazia ben che sua vista non discerna il fondo,blank,Paradiso,20
Che cose son queste,blank,Paradiso,20
Io veggio che tu credi queste cose perch' io le dico ma non vedi come si che se son credute sono ascose Fai come quei che la cosa per nome apprende ben ma la sua quiditate veder non può se altri non la prome Regnum celorum vïolenza pate da caldo amore e da viva speranza che vince la divina volontate non a guisa che l'omo a l'om sobranza ma vince lei perché vuole esser vinta e vinta vince con sua beninanza La prima vita del ciglio e la quinta ti fa maravigliar perché ne vedi la regïon de li angeli dipinta D'i corpi suoi non uscir come credi Gentili ma Cristiani in ferma fede quel d'i passuri e quel d'i passi piedi Ché l'una de lo 'nferno u' non si riede già mai a buon voler tornò a l'ossa e ciò di viva spene fu mercede di viva spene che mise la possa ne' prieghi fatti a Dio per suscitarla sì che potesse sua voglia esser mossa L'anima glorïosa onde si parla tornata ne la carne in che fu poco credette in lui che potëa aiutarla e credendo s'accese in tanto foco di vero amor ch'a la morte seconda fu degna di venire a questo gioco L'altra per grazia che da sì profonda fontana stilla che mai creatura non pinse l'occhio infino a la prima onda tutto suo amor là giù pose a drittura per che di grazia in grazia Dio li aperse l'occhio a la nostra redenzion futura ond' ei credette in quella e non sofferse da indi il puzzo più del paganesmo e riprendiene le genti perverse Quelle tre donne li fur per battesmo che tu vedesti da la destra rota dinanzi al battezzar più d'un millesmo O predestinazion quanto remota è la radice tua da quelli aspetti che la prima cagion non veggion tota E voi mortali tenetevi stretti a giudicar ché noi che Dio vedemo non conosciamo ancor tutti li eletti ed ènne dolce così fatto scemo perché il ben nostro in questo ben s'affina che quel che vole Iddio e noi volemo,blank,Paradiso,20
S'io ridessi,blank,Paradiso,21
tu ti faresti quale fu Semelè quando di cener fessi ché la bellezza mia che per le scale de l'etterno palazzo più s'accende com' hai veduto quanto più si sale se non si temperasse tanto splende che 'l tuo mortal podere al suo fulgore sarebbe fronda che trono scoscende Noi sem levati al settimo splendore che sotto 'l petto del Leone ardente raggia mo misto giù del suo valore Ficca di retro a li occhi tuoi la mente e fa di quelli specchi a la figura che 'n questo specchio ti sarà parvente,blank,Paradiso,21
Io veggio ben l'amor che tu m'accenne Ma quella ond' io aspetto il come e 'l quando del dire e del tacer si sta ond' io contra 'l disio fo ben ch'io non dimando,blank,Paradiso,21
Solvi il tuo caldo disio,blank,Paradiso,21
La mia mercede non mi fa degno de la tua risposta ma per colei che 'l chieder mi concede vita beata che ti stai nascosta dentro a la tua letizia fammi nota la cagion che sì presso mi t'ha posta e dì perché si tace in questa rota la dolce sinfonia di paradiso che giù per l'altre suona sì divota,blank,Paradiso,21
Tu hai l'udir mortal sì come il viso,blank,Paradiso,21
onde qui non si canta per quel che Bëatrice non ha riso Giù per li gradi de la scala santa discesi tanto sol per farti festa col dire e con la luce che mi ammanta né più amor mi fece esser più presta ché più e tanto amor quinci sù ferve sì come il fiammeggiar ti manifesta Ma l'alta carità che ci fa serve pronte al consiglio che 'l mondo governa sorteggia qui sì come tu osserve,blank,Paradiso,21
Io veggio ben,blank,Paradiso,21
sacra lucerna come libero amore in questa corte basta a seguir la provedenza etterna ma questo è quel ch'a cerner mi par forte perché predestinata fosti sola a questo officio tra le tue consorte,blank,Paradiso,21
Luce divina sopra me s'appunta penetrando per questa in ch'io m'inventro la cui virtù col mio veder congiunta mi leva sopra me tanto ch'i' veggio la somma essenza de la quale è munta Quinci vien l'allegrezza ond' io fiammeggio per ch'a la vista mia quant' ella è chiara la chiarità de la fiamma pareggio Ma quell' alma nel ciel che più si schiara quel serafin che 'n Dio più l'occhio ha fisso a la dimanda tua non satisfara però che sì s'innoltra ne lo abisso de l'etterno statuto quel che chiedi che da ogne creata vista è scisso E al mondo mortal quando tu riedi questo rapporta sì che non presumma a tanto segno più mover li piedi La mente che qui luce in terra fumma onde riguarda come può là giùe quel che non pote perché 'l ciel l'assumma,blank,Paradiso,21
Tra ' due liti d'Italia surgon sassi e non molto distanti a la tua patria tanto che ' troni assai suonan più bassi e fanno un gibbo che si chiama Catria di sotto al quale è consecrato un ermo che suole esser disposto a sola latria,blank,Paradiso,21
Quivi al servigio di Dio mi fe' sì fermo che pur con cibi di liquor d'ulivi lievemente passava caldi e geli contento ne' pensier contemplativi Render solea quel chiostro a questi cieli fertilemente e ora è fatto vano sì che tosto convien che si riveli In quel loco fu' io Pietro Damiano e Pietro Peccator fu' ne la casa di Nostra Donna in sul lito adriano Poca vita mortal m'era rimasa quando fui chiesto e tratto a quel cappello che pur di male in peggio si travasa Venne Cefàs e venne il gran vasello de lo Spirito Santo magri e scalzi prendendo il cibo da qualunque ostello Or voglion quinci e quindi chi rincalzi li moderni pastori e chi li meni tanto son gravi e chi di rietro li alzi Cuopron d'i manti loro i palafreni sì che due bestie van sott' una pelle oh pazïenza che tanto sostieni,blank,Paradiso,21
Non sai tu che tu se' in cielo e non sai tu che 'l cielo è tutto santo e ciò che ci si fa vien da buon zelo Come t'avrebbe trasmutato il canto e io ridendo mo pensar lo puoi poscia che 'l grido t'ha mosso cotanto nel qual se 'nteso avessi i prieghi suoi già ti sarebbe nota la vendetta che tu vedrai innanzi che tu muoi La spada di qua sù non taglia in fretta né tardo ma' ch'al parer di colui che disïando o temendo l'aspetta Ma rivolgiti omai inverso altrui ch'assai illustri spiriti vedrai se com' io dico l'aspetto redui,blank,Paradiso,22
Se tu vedessi com' io la carità che tra noi arde li tuoi concetti sarebbero espressi Ma perché tu aspettando non tarde a l'alto fine io ti farò risposta pur al pensier da che sì ti riguarde Quel monte a cui Cassino è ne la costa fu frequentato già in su la cima da la gente ingannata e mal disposta e quel son io che sù vi portai prima lo nome di colui che 'n terra addusse la verità che tanto ci soblima e tanta grazia sopra me relusse ch'io ritrassi le ville circunstanti da l'empio cólto che 'l mondo sedusse Questi altri fuochi tutti contemplanti uomini fuoro accesi di quel caldo che fa nascere i fiori e ' frutti santi Qui è Maccario qui è Romoaldo qui son li frati miei che dentro ai chiostri fermar li piedi e tennero il cor saldo,blank,Paradiso,22
L'affetto che dimostri meco parlando e la buona sembianza ch'io veggio e noto in tutti li ardor vostri così m'ha dilatata mia fidanza come 'l sol fa la rosa quando aperta tanto divien quant' ell' ha di possanza Però ti priego e tu padre m'accerta s'io posso prender tanta grazia ch'io ti veggia con imagine scoverta,blank,Paradiso,22
Frate il tuo alto disio s'adempierà in su l'ultima spera ove s'adempion tutti li altri e 'l mio Ivi è perfetta matura e intera ciascuna disïanza in quella sola è ogne parte là ove sempr' era perché non è in loco e non s'impola e nostra scala infino ad essa varca onde così dal viso ti s'invola Infin là sù la vide il patriarca Iacobbe porger la superna parte quando li apparve d'angeli sì carca Ma per salirla mo nessun diparte da terra i piedi e la regola mia rimasa è per danno de le carte Le mura che solieno esser badia fatte sono spelonche e le cocolle sacca son piene di farina ria Ma grave usura tanto non si tolle contra 'l piacer di Dio quanto quel frutto che fa il cor de' monaci sì folle ché quantunque la Chiesa guarda tutto è de la gente che per Dio dimanda non di parenti né d'altro più brutto La carne d'i mortali è tanto blanda che giù non basta buon cominciamento dal nascer de la quercia al far la ghianda Pier cominciò sanz' oro e sanz' argento e io con orazione e con digiuno e Francesco umilmente il suo convento e se guardi 'l principio di ciascuno poscia riguardi là dov' è trascorso tu vederai del bianco fatto bruno Veramente Iordan vòlto retrorso più fu e 'l mar fuggir quando Dio volse mirabile a veder che qui 'l soccorso,blank,Paradiso,22
